NombreR,NumContrib,Colaborador,Roles,Seudonimo,PaisOrigen,Titulo,NumFasciculo,Fecha,Fecha-ISO,Traduccion,Traductor,Lengua,LenguaOriginal,Tipo,TipoIndice,Dedicatoria,ObrasResenadas,CantidadPaginas,Paginacion
Cvltura. Revista mensual,91,"López de Mesa, Luis",Director,NA,Colombia,CARTA- REPLICA,8,"OCTUBRE, MCMXV",1915-10-01,No,NA,Español,NA,Prosa No Ficción,Carta,"Escallón, José Tomás",NA,7,151-157
Cvltura. Revista mensual,92,"Maeterlinck, Maurice",Creador,NA,Bélgica,LA JUSTICIA,8,"OCTUBRE, MCMXV",1915-10-01,Sí,"Carvajal, Manuel Antonio",Español,Francés,Prosa No Ficción,NA,NA,NA,02.5,158-160
Cvltura. Revista mensual,93,"Sánchez, Alberto",Creador,NA,Colombia,DE LA VIDA INEFABLE,9,"NOVIEMBRE, MCMXV",1915-11-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,03.3,161-164
Cvltura. Revista mensual,94,"Mesa Nicholls, Alejandro",Creador,NA,Colombia,YO QUISIERA…,9,"NOVIEMBRE, MCMXV",1915-11-01,No,NA,Español,NA,Poesía,NA,NA,NA,2,165-166
Cvltura. Revista mensual,95,"Garcés, Enrique",Creador,NA,Ecuador,APUNTES SOBRE COLONIZACION AMAZONICA,9,"NOVIEMBRE, MCMXV",1915-11-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,12.5,167-179
Cvltura. Revista mensual,96,"Santos, Gustavo",Creador,NA,NA,CONFERENCIA SOBRE EL ESTUDIO DEL ARTE MUSICAL,9,"NOVIEMBRE, MCMXV",1915-11-01,No,NA,Español,NA,Prosa No Ficción,CONFERENCIA,NA,NA,9.8,179-189
Cvltura. Revista mensual,97,"Rivas, Raimundo",Editor,NA,Colombia,LA FAMILIA DE ZEA,9,"NOVIEMBRE, MCMXV",1915-11-01,No,NA,Español,NA,Prosa No Ficción,NA,"Arango Mejía, Gabriel",NA,11.3,189-200
Cvltura. Revista mensual,98,"Nieto Caballero, Luis Eduardo",Creador,"Nieto Caballero, L. E.",Colombia,REMY DE GOURMONT,9,"NOVIEMBRE, MCMXV",1915-11-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,5,200- 206
Cvltura. Revista mensual,99,"Márquez Bravo, Tomás",Creador,"Márquez, Tomás",Colombia,DEL GOBIERNO PRESIDENCIAL Y DEL PARLAMENTARISMO,9,"NOVIEMBRE, MCMXV",1915-11-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,5.5,206- 210
Cvltura. Revista mensual,100,"Lozano y Lozano, Fabio",Creador,NA,NA,EL MAESTRO DEL LIBERTADOR,9,"NOVIEMBRE, MCMXV",1915-11-01,No,NA,Español,NA,Prosa No Ficción,Capítulo de libro,NA,"El maestro del Libertador, Fabio Lozano y Lozano",09.3,211-220
Cvltura. Revista mensual,101,"Torres Pinzón, Carlos Arturo",Creador,Calixto Torrres,Colombia,ENSUEÑOS,9,"NOVIEMBRE, MCMXV",1915-11-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,02.7,220-222
Cvltura. Revista mensual,102,"López de Mesa, Luis",Director,López de Mesa,Colombia,LABOR NACIONAL,9,"NOVIEMBRE, MCMXV",1915-11-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,07.2,223- 230
Cvltura. Revista mensual,103,"López de Mesa, Luis",Director,López de Mesa,Colombia,APÓLOGO,9,"NOVIEMBRE, MCMXV",1915-11-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,2.8,230-232
Cvltura. Revista mensual,104,Anónimo,Anunciante,NA,NA,Joyería de Domingo García – Daniel Bohórquez Gran Tapicería Parisiense – Almacén del día – Almacenes de Agustín Nieto & Cía.,9,"NOVIEMBRE, MCMXV",1915-11-01,No,NA,Español,NA,Publicidad,NA,NA,NA,2,NA
Cvltura. Revista mensual,105,"López de Mesa, Luis",Director,López de Mesa,Colombia,EL PROBLEMA DEL ALCOHOLISMO Y SU POSIBLE SOLUCIÓN,10,"DICIEMBRE, MCMXV",1915-12-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,32,233-264
Cvltura. Revista mensual,106,"Castillo, Eduardo",Creador,NA,Colombia,CANAAN,10,"DICIEMBRE, MCMXV",1915-12-01,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,265
Cvltura. Revista mensual,107,"Castillo, Eduardo",Creador,NA,Colombia,LA ULTIMA PAGINA,10,"DICIEMBRE, MCMXV",1915-12-01,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,265
Cvltura. Revista mensual,108,"Sánchez, Alberto",Creador,NA,Colombia,IMPRESIÓN FUGAZ,10,"DICIEMBRE, MCMXV",1915-12-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,2,266-267
Cvltura. Revista mensual,109,"Ortega, Alfredo Tomás",Creador,"Ortega, Alfredo",Colombia,UNA EXCURSIÓN A VILLAVICENCIO,10,"DICIEMBRE, MCMXV",1915-12-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,09.2,268- 277
Cvltura. Revista mensual,110,"Grillo, Maximiliano",Creador,"Grillo, Max",Colombia,LABOR CIENTÍFICA NACIONAL,10,"DICIEMBRE, MCMXV",1915-12-01,No,NA,Español,NA,Prosa No Ficción,NA,Señores Directores de Cultura,NA,05.5,277- 282
Cvltura. Revista mensual,111,"Gómez Naranjo, Abelardo",Creador,NA,NA,LOS HERMANOS CIPRESES,10,"DICIEMBRE, MCMXV",1915-12-01,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,283
Cvltura. Revista mensual,112,"Gómez Naranjo, Abelardo",Creador,NA,NA,"ROSARIO, LA ZAGALA",10,"DICIEMBRE, MCMXV",1915-12-01,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,283
Cvltura. Revista mensual,113,"Pérez, Enrique",Creador,NA,Colombia,LA REFORMA SOCIAL EN COLOMBIA,10,"DICIEMBRE, MCMXV",1915-12-01,No,NA,Español,NA,Prosa No Ficción,NA,"López de Mesa, Luis.  Lino de Pombo, Fallon, Luis Tomás. Posada, Eduardo. Santos Eduardo. Peréz, José Joaquín. Carreño, Pedro M. Márquez Tomás, Nieto Caballero, Agustín. Nieto Caballero, Luis. Cano, Luis. Montoya, José M. Guerra, José Joaquín. Peña, Manuel V. Robledo, Alfonso. Villegas, Aquilino. Casabianca, Abel. Cuervo Márquez, Emilio. Garcia Vásquez, Demetrio. Manrique Terán, Guillermo. L.M. Briceño, Vela. Abello Salcedo, Rafael. Solano, Armando. Mallarino, Manuel María. Manrique, Arturo. Paz. Felipe S. Baberbi José Ignacio. Martínez Delgado, Luis.",NA,10,284- 293
Cvltura. Revista mensual,114,"Gómez Jaime de Abadía, Herminia",Creador,"G. J. de Abadía, Herminia",Colombia,ALMA CONQUISTADORA,10,"DICIEMBRE, MCMXV",1915-12-01,No,NA,Español,NA,Prosa Ficción,Leyenda histórica,NA,NA,09.4,294- 303
Cvltura. Revista mensual,115,"López de Mesa, Luis",Director,López de Mesa,Colombia,PREPARACIÓN DEL FUTURO,10,"DICIEMBRE, MCMXV",1915-12-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,7,304- 310
Cvltura. Revista mensual,116,Anónimo,Director,NA,NA,NOTA,10,"DICIEMBRE, MCMXV",1915-12-01,No,NA,Español,NA,Prosa No Ficción,Nota,NA,NA,0.2,310
Cvltura. Revista mensual,117,Anónimo,Anunciante,NA,NA,Joyería de Domingo García – Daniel Bohórquez Gran Tapicería Parisiense – Almacén del día – Almacenes de Agustín Nieto & Cía.,10,"DICIEMBRE, MCMXV",1915-12-01,No,NA,Español,NA,Publicidad,Anuncio,NA,NA,2,NA
Cvltura. Revista mensual,118,"Rivas, Raimundo",Editor,NA,Colombia,LA ESTATUA DEL DOCTOR NUÑEZ,11,"ENERO, MCMXVI",1916-01-01,No,NA,Español,NA,Prosa No Ficción,NA,"Santos, Eduardo",NA,53.2,311-363
Cvltura. Revista mensual,119,"Montoya Canal, Aníbal",Creador,NA,NA,SÍMBOLOS,11,"ENERO, MCMXVI",1916-01-01,No,NA,Español,NA,Poesía,Poesía,NA,NA,01.6,363-364
Cvltura. Revista mensual,120,Anónimo,Creador,***,NA,¿SUEÑO DE OPIO O HECHICERIA?,11,"ENERO, MCMXVI",1916-01-01,No,NA,Español,NA,Prosa Ficción,Cuento,NA,NA,15,365-379
Cvltura. Revista mensual,121,"Nieto Caballero, Agustín",Editor,"Nieto C., Agustín",Colombia,EN EL PATIO DE LA MEZQUITA DE CÓRDOBA,11,"ENERO, MCMXVI",1916-01-01,No,NA,Español,NA,Poesía,Poema en prosa,NA,NA,03.7,380-384
Cvltura. Revista mensual,122,Anónimo,Anunciante,NA,NA,Joyería de Domingo García – Daniel Bohórquez Gran Tapicería Parisiense – Empresa Nacional de Curtidos – “Margaritas”. Revista semanal ilustrada. - Almacenes de Agustín Nieto & Cía.,11,"ENERO, MCMXVI",1916-01-01,No,NA,Español,NA,Publicidad,Anuncio,NA,NA,2,NA
Cvltura. Revista mensual,123,"Coradine, Alberto",Editor,NA,NA,SUPREMO IDEAL,12,"FEBRERO, MCMXVI",1916-02-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,5.5,385-390
Cvltura. Revista mensual,124,"López de Mesa, Luis",Director,La Dirección,NA,IDEALES,12,"FEBRERO, MCMXVI",1916-02-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,5,390-394
Cvltura. Revista mensual,125,"Gómez Restrepo, Antonio",Creador,"Gómez Restrepo, Antonio",Colombia,ANOTACIONES,12,"FEBRERO, MCMXVI",1916-02-01,No,NA,Español,NA,Prosa No Ficción,Comentario crítico,NA,NA,13,395-407
Cvltura. Revista mensual,126,"Guzmán Esponda, Eduardo",Creador,NA,Colombia,DE LA COMEDIA NACIONAL,12,"FEBRERO, MCMXVI",1916-02-01,No,NA,Español,NA,Prosa No Ficción,Comentario crítico,NA,NA,8,408-415
Cvltura. Revista mensual,127,"Santos, Gustavo",Creador,NA,Colombia,DE LA PINTURA EN COLOMBIA,12,"FEBRERO, MCMXVI",1916-02-01,No,NA,Español,NA,Prosa No Ficción,Comentario crítico,NA,NA,18,416-433
Cvltura. Revista mensual,128,"Rosales, Carlos N.",Creador,NA,NA,HABEAS CORPUS Y RESPONSABILIDAD PRESIDENCIAL,12,"FEBRERO, MCMXVI",1916-02-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,08.5,434-442
Cvltura. Revista mensual,129,"López de Mesa, Luis",Director,López de Mesa,Colombia,IDEALES DE LA VIDA,12,"FEBRERO, MCMXVI",1916-02-01,No,NA,Español,NA,Prosa No Ficción,Ensayo,A mis compañeros de redacción,NA,14.5,442-456
Cvltura. Revista mensual,130,Anónimo,Anunciante,NA,NA,Joyería de Domingo García – Daniel Bohórquez Gran Tapicería Parisiense – Empresa Nacional de Curtidos –  Almacenes de Agustín Nieto & Cía.,12,"FEBRERO, MCMXVI",1916-02-01,No,NA,Español,NA,Publicidad,Anuncio,NA,NA,2,NA
Cvltura. Revista mensual,131,Anónimo,Anunciante,NA,NA,Revista Cultura – Redactores – Margaritas. Revista Semanal Ilustrada - Valencia y Vargas. Abogados,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA
Cvltura. Revista mensual,132,Anónimo,Editor,NA,Colombia,LUIS E. LOPEZ DE MESA,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,5,1-7
Cvltura. Revista mensual,133,"Jiménez López, Miguel",Creador,NA,Colombia,LA ENSEÑANZA TEÓRICA Y LA ENSEÑANZA PRACTICA,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,14.4,8-22
Cvltura. Revista mensual,134,"Martínez Ruiz, José",Creador,Azorín,España,EL CABALLERO DEL VERDE GABAN,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,5,22-27
Cvltura. Revista mensual,135,"Céspedes, Ángel María",Creador,NA,Colombia,LA TREGUA BLANCA,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Teatro,Cuento escénico,NA,NA,02.1,27-29
Cvltura. Revista mensual,136,"Garcés, Enrique",Creador,NA,Ecuador,APUNTES SOBRE COLONIZACIÓN AMAZÓNICA,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,17.2,29-46
Cvltura. Revista mensual,137,"Santos, Gustavo",Director,NA,Colombia,HOJAS DE CRITICA,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,04.6,46-51
Cvltura. Revista mensual,138,"Santos, Gustavo",Director,NA,Colombia,LA VIDA EXTRANJERA,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,1.1,51-52
Cvltura. Revista mensual,139,"Santos, Gustavo",Director,NA,Colombia,LA GUERRA-LA SITUACIÓN,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,2.5,52-54
Cvltura. Revista mensual,140,Anónimo,Creador,NA,NA,IMPORTANCIA DE LOS ESTUDIOS ECONÓMICOS,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,4.8,55-59
Cvltura. Revista mensual,141,"Santos, Gustavo",Director,La Dirección,Colombia,Cultura,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Prosa No Ficción,Al margen,NA,NA,2.6,59-62
Cvltura. Revista mensual,142,"Paláu, Alfonso",Editor,A. P.,Colombia,DE UN MENSAJE DEL SEÑOR GOBERNADOR DEL TOLIMA,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,1.6,62-63
Cvltura. Revista mensual,143,Anónimo,Editor,NA,NA,BIBLIOGRAFIA,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,"Proceso de Nariño, José Manuel Pérez Sarmiento",0.6,64
Cvltura. Revista mensual,144,Anónimo,Director,NA,NA,EXTRACTO DEL CONTENIDO DEL PRÓXIMO NÚMERO,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Reseña,NA,NA,Cultura,0.4,64
Cvltura. Revista mensual,145,Anónimo,Anunciante,NA,NA,Droguería del Comercio. Samper Uribe & Cía. - Cajas de hierro marca Meilink – Almacenes de Agustín Nieto & Cía.,13,"MAYO, MCMXVI",1916-05-01,No,NA,Español,NA,Publicidad,Anuncio,NA,NA,2,NA
Cvltura. Revista mensual,146,"Holguín Caro, Hernando",Creador,"Holguín y Caro, Hernando ",Colombia,DISCURSO,14,"JUNIO, MCMXVI",1916-06-01,No,NA,Español,NA,Prosa No Ficción,Discurso,NA,NA,10,65-74
Cvltura. Revista mensual,147,"Olaya Herrera, Enrique",Creador,O. H.,Colombia,LEON GAMBETTA,14,"JUNIO, MCMXVI",1916-06-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,19,75- 93
Cvltura. Revista mensual,148,Anónimo,Editor,NA,Colombia,POEMAS DE RABINDRANATH TAGORE,14,"JUNIO, MCMXVI",1916-06-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,1.2,94-95
Cvltura. Revista mensual,149,"Tagore, Rabindranath",Creador,NA,India,EL HOGAR,14,"JUNIO, MCMXVI",1916-06-01,Sí,Anónimo,Español,Hindi,Poesía,Poema,NA,NA,0.5,95
Cvltura. Revista mensual,150,"Tagore, Rabindranath",Creador,NA,India,CANCION SIN SENTIDO,14,"JUNIO, MCMXVI",1916-06-01,Sí,Anónimo,Español,Hindi,Poesía,Poema,NA,NA,0.8,95-96
Cvltura. Revista mensual,151,"Tagore, Rabindranath",Creador,NA,India,EL PRINCIPIO,14,"JUNIO, MCMXVI",1916-06-01,Sí,Anónimo,Español,Hindi,Poesía,Poema,NA,NA,0.7,96-97
Cvltura. Revista mensual,152,"Tagore, Rabindranath",Creador,NA,India,CUÁNDO Y POR QUÉ,14,"JUNIO, MCMXVI",1916-06-01,Sí,Anónimo,Español,Hindi,Poesía,Poema,NA,NA,0.5,97
Cvltura. Revista mensual,153,"Tagore, Rabindranath",Creador,NA,India,EL ASTRÓNOMO,14,"JUNIO, MCMXVI",1916-06-01,Sí,Anónimo,Español,Hindi,Poesía,Poema,NA,NA,0.7,97-98
Cvltura. Revista mensual,154,"Tagore, Rabindranath",Creador,NA,India,EL DÍA DE AGUA,14,"JUNIO, MCMXVI",1916-06-01,Sí,Anónimo,Español,Hindi,Poesía,Poema,NA,NA,0.7,98-99
Cvltura. Revista mensual,155,"Tagore, Rabindranath",Creador,NA,India,LOS PRIMEROS JASMINEZ,14,"JUNIO, MCMXVI",1916-06-01,Sí,Anónimo,Español,Hindi,Poesía,Poema,NA,NA,0.5,99
Cvltura. Revista mensual,156,"Tagore, Rabindranath",Creador,NA,India,EL JARDINERO,14,"JUNIO, MCMXVI",1916-06-01,Sí,Anónimo,Español,Hindi,Poesía,Poema,NA,NA,03.7,99-103
Cvltura. Revista mensual,157,"Santos, Gustavo",Director,L. D.,Colombia,El FERROCARRIL DEL NORDESTE,14,"JUNIO, MCMXVI",1916-06-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,7.5,103-110
Cvltura. Revista mensual,158,"Silva, José Asunción",Creador,NA,Colombia,IMPRONTU,14,"JUNIO, MCMXVI",1916-06-01,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,111
Cvltura. Revista mensual,159,"Castillo, Eduardo",Creador,NA,Colombia,DESFILE BLANCO,14,"JUNIO, MCMXVI",1916-06-01,No,NA,Español,NA,Prosa No Ficción,NA,"Santos, Gustavo",NA,0.5,111
Cvltura. Revista mensual,160,"Murillo Toro, Manuel",Creador,M. Murillo,Colombia,IMPORTANTE CARTA INÉDITA,14,"JUNIO, MCMXVI",1916-06-01,No,NA,Español,NA,Prosa No Ficción,Carta,"Herrán, Antonio",NA,2.5,112-114
Cvltura. Revista mensual,161,"Santos, Eduardo",Reseñista,NA,Colombia,AL MARGEN DE UN LIBRO DE NIETO CABALLERO,14,"JUNIO, MCMXVI",1916-06-01,No,NA,Español,NA,Reseña,NA,NA,"Murillo. Escritor, Luis Nieto Caballero",04.7,114-119
Cvltura. Revista mensual,162,"Santos, Gustavo",Director,La Dirección,Colombia,SANTIAGO PEREZ TRIANA,14,"JUNIO, MCMXVI",1916-06-01,No,NA,Español,NA,Prosa No Ficción,Nota,NA,NA,1.8,119-120
Cvltura. Revista mensual,163,"Paláu, Alfonso",Editor,A. P.,Colombia,LA REPRESENTACIÓN SENATORIAL DE BOYACÁ,14,"JUNIO, MCMXVI",1916-06-01,No,NA,Español,NA,Prosa No Ficción,Nota,NA,NA,6.4,121-127
Cvltura. Revista mensual,164,Anónimo,Editor,NA,NA,Clepsidra Roja,14,"JUNIO, MCMXVI",1916-06-01,No,NA,Español,NA,Reseña,NA,NA,Clepsidra Roja de  Vargas Vila,0.6,127
Cvltura. Revista mensual,165,Anónimo,Editor,NA,NA,Pensamientos de un viejo,14,"JUNIO, MCMXVI",1916-06-01,No,NA,Español,NA,Reseña,NA,NA,Pensamientos de un viejo de Fernando González,0.5,128
Cvltura. Revista mensual,166,Anónimo,Editor,NA,NA,Aspectos nacionales,14,"JUNIO, MCMXVI",1916-06-01,No,NA,Español,NA,Reseña,NA,NA,Aspectos Nacionales de Carlos de Velasco,0.5,128
Cvltura. Revista mensual,167,Anónimo,Anunciante,NA,NA,Droguería del Comercio. Samper Uribe & Cía. - Cajas de hierro marca Meilink – Almacenes de Agustín Nieto & Cía.,14,"JUNIO, MCMXVI",1916-06-01,No,NA,Español,NA,Publicidad,Anuncio,NA,NA,2,NA
Cvltura. Revista mensual,168,Anónimo,Anunciante,NA,NA,Revista Cultura – Redactores – Margaritas. Revista Semanal Ilustrada - Valencia y Vargas. Abogados,15,"JULIO, MCMXVI",1916-07-01,No,NA,Español,NA,Publicidad,Anuncio,NA,NA,1,NA
Cvltura. Revista mensual,169,"Eastman, Tomás Oziel",Creador,"Eastman, Tomás O.",Colombia,INDÍGENAS Y RESGUARDOS,15,"JULIO, MCMXVI",1916-07-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,23.6,129-153
Cvltura. Revista mensual,170,"Sánchez, Alberto",Creador,NA,Colombia,LOS OJOS DE CERVANTES,15,"JULIO, MCMXVI",1916-07-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,23.2,153-176
Cvltura. Revista mensual,171,"Cuervo, Luis Augusto",Editor,NA,Colombia,EL CORAZÓN DE UN HÉROE,15,"JULIO, MCMXVI",1916-07-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,5.7,176-181
Cvltura. Revista mensual,172,"Merrill, Stuart",Creador,NA,Estados Unidos,ENSUEÑO,15,"JULIO, MCMXVI",1916-07-01,Sí,"Arciniegas, Ismael Enrique",Español,Francés,Poesía,NA,NA,NA,0.5,182
Cvltura. Revista mensual,173,"Restrepo Rivera, José",Creador,NA,Colombia,CASTELLANA,15,"JULIO, MCMXVI",1916-07-01,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,182
Cvltura. Revista mensual,174,"Escallón, Rafael",Creador,NA,Colombia,LA REFORMA PENAL. Presupuestos de la refo,15,"JULIO, MCMXVI",1916-07-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,07.8,183-190
Cvltura. Revista mensual,175,"Santos, Gustavo",Director,L. D.,Colombia,EMILIO FAGUET,15,"JULIO, MCMXVI",1916-07-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,1.2,190-191
Cvltura. Revista mensual,176,Anónimo,Editor,NA,NA,El Maestro del libertador,15,"JULIO, MCMXVI",1916-07-01,No,NA,Español,NA,Reseña,NA,NA,El Maestro del Libertador de Fabio Lozano y Lozano,2.5,192-194
Cvltura. Revista mensual,177,N.G.S.,Reseñista,N.G.S.,NA,Archivo Santander,15,"JULIO, MCMXVI",1916-07-01,No,NA,Español,NA,Reseña,NA,NA," Archivo Santander, Ernesto Restrepo Tirado (Director)",1.7,194-196
Cvltura. Revista mensual,178,Anónimo,Editor,NA,NA,Una Lengua y una Raza,15,"JULIO, MCMXVI",1916-07-01,No,NA,Español,NA,Reseña,NA,NA,Una lengua y una raza de Alfonso Robledo,0.5,196
Cvltura. Revista mensual,168,Anónimo,Anunciante,NA,NA,Droguería del Comercio. Samper Uribe & Cía. - Cajas de hierro marca Meilink – Almacenes de Agustín Nieto & Cía.,15,"JULIO, MCMXVI",1916-07-01,No,NA,Español,NA,Publicidad,Anuncio,NA,NA,2,NA
Cvltura. Revista mensual,169,Anónimo,Anunciante,NA,NA,Revista Cultura – Redactores – Hijos de Antonio María Moreno - Valencia y Vargas. Abogados,16,"AGOSTO, MCMXVI",1916-08-01,No,NA,Español,NA,Publicidad,Anuncio,NA,NA,1,NA
Cvltura. Revista mensual,170,"Betancourt Villegas, Félix",Creador,NA,Colombia,PATRIA E IDEALES DEMOCRÁTICOS,16,"AGOSTO, MCMXVI",1916-08-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,16.5,197-213
Cvltura. Revista mensual,171,"Restrepo Rivera, José",Creador,"Restrepo Rivera, J.",Colombia,IDILIO CLÁSICO,16,"AGOSTO, MCMXVI",1916-08-01,No,NA,Español,NA,Poesía,Poesía,NA,NA,2,214-215
Cvltura. Revista mensual,172,"Jiménez López, Miguel",Creador,NA,Colombia,LA LOCURA EN COLOMBIA Y SUS CAUSAS,16,"AGOSTO, MCMXVI",1916-08-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,16.5,216-233
Cvltura. Revista mensual,173,"Posada, E.",Creador,NA,NA,DERECHOS DE LAS NACIONES,16,"AGOSTO, MCMXVI",1916-08-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,11,233-244
Cvltura. Revista mensual,174,"Arguedas Díaz, Alcides",Creador,"Arguedas, A.",Bolivia,APUNTES SOCIOLÓGICOS,16,"AGOSTO, MCMXVI",1916-08-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,07.7,244-252
Cvltura. Revista mensual,175,"Santos, Gustavo",Director,NA,Colombia,AL MARGEN DE LA LITERATURA NACIONAL,16,"AGOSTO, MCMXVI",1916-08-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,06.7,252-258
Cvltura. Revista mensual,176,Anónimo,Editor,NA,NA,BIBLIOGRAFÍA,16,"AGOSTO, MCMXVI",1916-08-01,No,NA,Español,NA,Reseña,NA,NA,"Expropiaciones por causa de utilidad pública, Alberto Vélez Calvo; La Amazonía colombiana, Demetrio Salamanca; De aquí y de allá, F. García Godoy",1.5,259-260
Cvltura. Revista mensual,177,Anónimo,Editor,NA,NA,BIBLIOGRAFÍA,16,"AGOSTO, MCMXVI",1916-08-01,No,NA,Español,NA,Reseña,NA,NA,"La Amazonía colombiana de Demetrio SalamancaDe aquí y de allá, F. García Godoy",0.3,260
Cvltura. Revista mensual,178,Anónimo,Editor,NA,NA,BIBLIOGRAFÍA,16,"AGOSTO, MCMXVI",1916-08-01,No,NA,Español,NA,Reseña,NA,NA,"De aquí y de allá, F. García Godoy",0.3,260
Cvltura. Revista mensual,179,Anónimo,Anunciante,NA,NA,Revista Cultura – Redactores – Hijos de Antonio María Moreno - Valencia y Vargas. Abogados,17,"SEPTIEMBRE, MCMXVI",1916-09-01,No,NA,Español,NA,Publicidad,Anuncio,NA,NA,1,NA
Cvltura. Revista mensual,180,"Camacho, Martín",Creador,NA,NA,CRIMINOLOGÍA,17,"SEPTIEMBRE, MCMXVI",1916-09-01,No,NA,Español,NA,Prosa No Ficción,Discurso académico,NA,NA,44,261-304
Cvltura. Revista mensual,181,"López, Ismael",Creador,Cornelio Hispano,Colombia,BOLIVAR Y HUMBOLDT,17,"SEPTIEMBRE, MCMXVI",1916-09-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,04.8,305-309
Cvltura. Revista mensual,182,"Vila, Pablo",Reseñista,P. V.,España,LA EDAD HEROICA,17,"SEPTIEMBRE, MCMXVI",1916-09-01,No,NA,Español,NA,Reseña,NA,NA,La Edad Heróica de Luis de Zuleta,03.2,309-312
Cvltura. Revista mensual,183,"Zuleta, Luis de",Creador,NA,España,DE LA JUVENTUD,17,"SEPTIEMBRE, MCMXVI",1916-09-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,02.7,313-315
Cvltura. Revista mensual,184,"Zuleta, Luis de",Creador,NA,España,DEL AMOR,17,"SEPTIEMBRE, MCMXVI",1916-09-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,02.7,315-318
Cvltura. Revista mensual,185,"Zuleta, Luis de",Creador,NA,España,DEL ARTE,17,"SEPTIEMBRE, MCMXVI",1916-09-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,02.1,318-320
Cvltura. Revista mensual,186,"Fornaguera, Miguel",Creador,"Fornaguera, M.",España,ESCUELA VIVA,17,"SEPTIEMBRE, MCMXVI",1916-09-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,14.7,320-334
Cvltura. Revista mensual,187,"Santos, Gustavo",Director,NA,Colombia,DON JOSÉ ECHEGARAY,17,"SEPTIEMBRE, MCMXVI",1916-09-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,4,335-338
Cvltura. Revista mensual,188,"Sánchez, Alberto",Creador,NA,Colombia,DE LA VIDA INEFABLE,17,"SEPTIEMBRE, MCMXVI",1916-09-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,02.3,339-341
